cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,population,habitat,class
f,y,g,t,f,c,w,t,b,s,s,w,g,p,w,o,p,y,d,e
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,e,t,f,c,u,t,b,s,s,p,w,p,w,o,p,v,d,e
x,f,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,p,p
f,f,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,g,p
x,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,d,p
x,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,g,p
f,f,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,p,p
f,y,e,t,f,c,u,t,b,s,s,g,g,p,w,o,p,v,d,e
f,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,d,p
f,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,n,t,f,c,u,t,b,s,s,w,p,p,w,o,p,v,d,e
x,y,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,p,p
x,y,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,p,p
f,y,n,t,f,c,p,t,b,s,s,p,p,p,w,o,p,y,d,e
f,y,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,p,p
f,f,e,t,f,c,p,t,b,s,s,g,g,p,w,o,p,y,d,e
x,y,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,d,p
x,y,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,d,p
x,s,g,f,f,c,g,e,b,s,s,w,w,p,w,o,p,s,d,p
f,f,g,t,f,c,w,t,b,s,s,g,p,p,w,o,p,v,d,e
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,g,p
x,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,p,p
f,y,n,t,f,c,w,t,b,s,s,p,w,p,w,o,p,v,d,e
x,y,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,d,p
f,f,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,d,p
f,y,e,t,f,c,w,t,b,s,s,w,g,p,w,o,p,v,d,e
f,y,e,t,f,c,w,t,b,s,s,p,g,p,w,o,p,v,d,e
f,s,g,t,f,c,p,t,b,f,f,w,w,p,w,o,p,v,u,p
x,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,p,p
x,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,p,p
f,y,e,t,f,c,w,t,b,s,s,w,w,p,w,o,p,y,d,e
x,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,g,p
f,y,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,p,p
f,f,e,t,f,c,p,t,b,s,s,w,p,p,w,o,p,v,d,e
f,y,e,t,f,c,p,t,b,s,s,p,w,p,w,o,p,v,d,e
f,y,e,t,f,c,n,t,b,s,s,p,p,p,w,o,p,y,d,e
f,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,g,p
f,f,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,p,p
f,y,n,t,f,c,u,t,b,s,s,g,p,p,w,o,p,y,d,e
x,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,g,p
f,f,g,t,f,c,u,t,b,s,s,g,w,p,w,o,p,v,d,e
x,f,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,p,p
x,y,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
x,y,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,d,p
f,f,c,f,f,w,w,e,b,f,f,w,n,p,w,o,e,v,l,e
x,f,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,d,p
f,f,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,g,p
f,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,g,p
x,s,b,t,f,c,w,t,b,f,s,w,w,p,w,o,p,s,u,p
f,f,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,d,p
x,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,p,p
f,f,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,d,p
f,f,g,t,f,c,w,t,b,s,s,p,w,p,w,o,p,y,d,e
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,p,p
x,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,p,p
f,y,e,t,f,c,u,t,b,s,s,p,p,p,w,o,p,y,d,e
f,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,v,p,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
x,y,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,g,t,f,c,w,t,b,s,s,w,w,p,w,o,p,y,d,e
x,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,g,p
x,f,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
f,y,n,t,f,c,p,t,b,s,s,p,w,p,w,o,p,y,d,e
f,f,g,t,f,c,u,t,b,s,s,p,g,p,w,o,p,v,d,e
x,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,d,p
f,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,p,p
f,f,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,d,p
f,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,p,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,p,p
f,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,g,p
f,s,b,t,f,c,w,t,b,f,f,w,w,p,w,o,p,s,u,p
f,f,e,t,f,c,u,t,b,s,s,p,p,p,w,o,p,y,d,e
x,y,n,f,f,c,b,t,?,k,k,p,p,p,w,o,e,v,d,p
x,y,g,t,f,c,n,t,b,s,s,g,w,p,w,o,p,v,d,e
x,f,g,f,f,w,n,e,b,s,s,w,w,p,w,o,p,v,d,p
x,f,p,f,f,w,n,e,b,s,s,w,w,p,w,o,p,v,d,p
x,y,n,f,f,c,b,t,?,s,k,p,w,p,w,o,e,v,l,p
f,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,p,p
x,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,g,p
x,s,g,t,f,c,w,t,b,s,f,w,w,p,w,o,p,s,u,p
f,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,p,p
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,p,p
f,f,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,d,p
x,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,g,p
f,f,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,g,p
f,f,y,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,g,p
x,f,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,g,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,g,p
x,y,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,v,g,p
f,s,g,t,f,c,h,t,b,s,s,w,w,p,w,o,p,v,u,p
x,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,g,p
f,y,g,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,d,p
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,d,p
x,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,p,p
x,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,p,p
f,y,e,t,f,c,p,t,b,s,s,w,w,p,w,o,p,v,d,e
f,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,p,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,g,p
x,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,p,p
x,f,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,d,p
x,y,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,p,p
f,s,w,t,f,c,p,t,b,f,f,w,w,p,w,o,p,s,u,p
f,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,g,p
f,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,d,p
f,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,d,p
f,f,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,p,p
x,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,g,p
x,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,p,p
f,f,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,v,g,p
x,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,d,p
f,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,d,p
x,y,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,d,p
x,s,w,t,f,c,h,t,b,f,s,w,w,p,w,o,p,s,g,p
f,f,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,g,p
x,s,b,t,f,c,p,t,b,f,s,w,w,p,w,o,p,s,g,p
f,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,d,p
x,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,d,p
x,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
x,y,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,g,p
f,y,g,t,f,c,u,t,b,s,s,g,g,p,w,o,p,y,d,e
f,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,y,p,p
x,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,p,p
f,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,g,p
f,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,p,p
f,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,p,p
f,f,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
x,f,p,f,f,c,p,e,b,s,s,w,w,p,w,o,p,s,d,p
x,y,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,d,p
x,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,y,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,g,p
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,g,p
x,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,p,p
x,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,d,p
x,y,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,d,p
f,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,p,p
f,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,p,p
k,y,n,f,f,w,w,e,b,f,f,w,n,p,w,o,e,v,l,e
f,f,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,p,p
x,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,g,p
f,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,g,p
x,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,d,p
x,f,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,g,p
f,s,p,t,f,c,e,e,?,s,s,w,w,p,w,t,e,c,w,e
f,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,p,p
x,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,d,p
x,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,p,p
x,f,y,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,d,p
f,y,g,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,g,p
f,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,g,p
k,s,p,t,f,c,e,e,?,s,s,w,e,p,w,t,e,c,w,e
x,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,p,p
f,f,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,g,p
x,f,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,p,p
x,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,g,p
f,y,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,g,p
f,f,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,d,p
x,f,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,d,p
f,f,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,g,p
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,d,p
f,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,g,p
f,y,g,t,f,c,w,t,b,s,s,p,w,p,w,o,p,y,d,e
f,y,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,d,p
f,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,g,p
x,y,y,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,p,p
f,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,d,p
x,f,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,p,p
f,f,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,g,p
x,f,y,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,g,p
f,y,g,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,d,p
f,f,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
f,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,g,p
f,f,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,p,p
f,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,g,p
f,y,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
f,y,g,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,r,f,f,c,p,e,?,s,f,w,w,p,w,o,f,v,d,e
f,y,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,y,g,p
x,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,d,p
x,y,n,f,f,c,b,t,?,k,s,w,w,p,w,o,e,v,p,p
f,y,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,d,p
k,y,n,f,f,c,w,e,?,k,y,w,n,p,w,o,e,v,d,p
f,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,d,p
x,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,d,p
x,y,g,f,f,c,h,e,b,k,k,b,p,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,p,p,p,w,o,l,v,d,p
x,f,g,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,d,p
x,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,d,p
x,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
f,y,e,t,f,c,w,t,b,s,s,g,p,p,w,o,p,y,d,e
f,f,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,p,p
x,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,g,p
f,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,g,p
x,f,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,p,p
f,f,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,g,p
f,f,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,g,p
x,y,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,g,p
f,s,b,t,f,c,w,t,b,s,s,w,w,p,w,o,p,s,u,p
x,y,g,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,g,p
x,y,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,p,p
f,f,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,p,p
f,y,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,d,p
f,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,d,p
f,y,g,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
x,y,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,g,p
x,s,e,t,f,c,e,e,?,s,s,w,e,p,w,t,e,c,w,e
f,f,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,d,p
f,f,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,d,p
x,y,y,f,f,c,g,e,b,k,k,p,p,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,d,p
x,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
b,y,w,t,f,w,w,e,b,s,s,w,w,p,w,o,p,c,l,p
f,s,b,t,f,c,h,t,b,s,s,w,w,p,w,o,p,v,u,p
x,y,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,p,p
f,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,y,d,p
f,y,g,f,f,c,g,e,b,k,k,p,p,p,w,o,l,v,p,p
f,y,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,p,p
f,f,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,d,p
x,y,y,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,d,p
x,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,g,p
f,f,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,g,p
x,s,w,t,f,c,w,t,b,f,f,w,w,p,w,o,p,s,u,p
f,y,g,t,f,c,n,t,b,s,s,g,p,p,w,o,p,v,d,e
x,y,n,f,f,c,b,t,?,s,k,w,p,p,w,o,e,v,d,p
f,y,g,f,f,c,p,e,b,k,k,p,p,p,w,o,l,y,d,p
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
f,y,e,t,f,c,n,t,b,s,s,p,g,p,w,o,p,v,d,e
x,y,b,t,f,c,e,e,?,s,s,w,e,p,w,t,e,c,w,e
x,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,y,g,p
x,y,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,d,p
x,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,p,p
x,y,y,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,g,p
f,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,g,p
x,f,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,y,g,p
f,y,y,f,f,c,p,e,b,k,k,b,b,p,w,o,l,v,g,p
x,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,g,p
x,y,y,f,f,c,g,e,b,k,k,p,n,p,w,o,l,y,g,p
f,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,p,p
f,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,g,p
x,y,g,f,f,c,g,e,b,k,k,p,b,p,w,o,l,y,d,p
f,y,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,b,n,p,w,o,l,y,p,p
x,y,u,f,f,c,h,e,?,s,f,w,w,p,w,o,f,y,d,e
x,f,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,g,p
f,f,y,f,f,c,g,e,b,k,k,n,p,p,w,o,l,v,g,p
f,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,g,p
x,f,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,v,g,p
f,f,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,g,p
f,f,g,f,f,c,h,e,b,k,k,p,b,p,w,o,l,v,g,p
f,y,g,f,f,c,p,e,b,k,k,b,b,p,w,o,l,y,d,p
f,f,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,g,p
f,f,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,d,p
f,y,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,p,p
f,f,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,p,p
f,y,g,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,y,d,p
f,f,e,t,f,c,u,t,b,s,s,g,w,p,w,o,p,y,d,e
f,s,b,t,f,c,h,t,b,s,f,w,w,p,w,o,p,v,u,p
f,y,g,f,f,c,g,e,b,k,k,p,n,p,w,o,l,v,d,p
f,f,g,f,f,c,h,e,b,k,k,p,p,p,w,o,l,v,p,p
x,y,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,g,p
f,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,p,p
f,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,d,p
f,y,n,t,f,c,u,t,b,s,s,w,g,p,w,o,p,v,d,e
f,y,y,f,f,c,h,e,b,k,k,b,n,p,w,o,l,y,g,p
x,s,b,t,f,c,e,e,?,s,s,w,w,p,w,t,e,c,w,e
x,y,y,f,f,c,p,e,b,k,k,n,p,p,w,o,l,y,g,p
x,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,d,p
x,y,y,f,f,c,h,e,b,k,k,p,n,p,w,o,l,y,g,p
f,y,g,f,f,c,g,e,b,k,k,b,b,p,w,o,l,v,p,p
f,f,e,t,f,c,n,t,b,s,s,g,g,p,w,o,p,y,d,e
f,f,y,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,d,p
f,f,y,f,f,c,p,e,b,k,k,b,n,p,w,o,l,v,g,p
x,y,y,f,f,c,h,e,b,k,k,n,n,p,w,o,l,v,d,p
x,f,y,f,f,c,p,e,b,k,k,n,b,p,w,o,l,v,g,p
x,y,n,f,f,c,b,t,?,k,s,w,p,p,w,o,e,v,d,p
f,f,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,v,p,p
x,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,v,g,p
f,f,y,f,f,c,g,e,b,k,k,n,n,p,w,o,l,v,p,p
f,f,y,f,f,c,g,e,b,k,k,n,b,p,w,o,l,v,d,p
f,y,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,v,p,p
f,y,g,f,f,c,h,e,b,k,k,b,b,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,b,n,p,w,o,l,v,d,p
f,f,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,v,g,p
x,s,g,f,f,c,p,e,b,s,s,w,w,p,w,o,p,v,d,p
x,y,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,y,g,p
f,s,g,t,f,c,h,t,b,f,f,w,w,p,w,o,p,s,u,p
x,y,g,f,f,c,p,e,b,k,k,n,n,p,w,o,l,v,g,p
x,y,y,f,f,c,p,e,b,k,k,p,b,p,w,o,l,y,p,p
x,y,y,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,d,p
f,y,g,t,f,c,u,t,b,s,s,p,g,p,w,o,p,y,d,e
f,f,g,f,f,c,g,e,b,k,k,b,n,p,w,o,l,y,d,p
f,y,y,f,f,c,h,e,b,k,k,n,p,p,w,o,l,v,g,p
f,y,g,f,f,c,h,e,b,k,k,n,b,p,w,o,l,y,p,p
x,y,y,f,f,c,h,e,b,k,k,b,b,p,w,o,l,y,g,p
x,y,g,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,d,p
x,f,y,f,f,c,p,e,b,k,k,b,p,p,w,o,l,y,p,p
f,y,n,t,f,c,n,t,b,s,s,g,g,p,w,o,p,v,d,e
x,y,g,f,f,c,g,e,b,k,k,n,n,p,w,o,l,y,g,p
f,f,y,f,f,c,g,e,b,k,k,b,p,p,w,o,l,v,g,p
x,y,g,f,f,c,p,e,b,k,k,p,n,p,w,o,l,v,p,p
